firstAuthor,accessionId,reportedTrait,Samplesize,summaryStatistics
Chen Y,GCST90200392,Orotate levels,8128,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200392/GCST90200392_buildGRCh38.tsv.gz
Chen Y,GCST90200393,Phosphate levels (UKB data field 30810),8247,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200393/GCST90200393_buildGRCh38.tsv.gz
Chen Y,GCST90200394,Inosine levels,4940,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200394/GCST90200394_buildGRCh38.tsv.gz
Chen Y,GCST90200395,Inosine 5'-monophosphate (IMP) levels,4639,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200395/GCST90200395_buildGRCh38.tsv.gz
Chen Y,GCST90200396,Phenylalanine levels,8228,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200396/GCST90200396_buildGRCh38.tsv.gz
Chen Y,GCST90200397,Palmitate (16:0) levels,8269,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200397/GCST90200397_buildGRCh38.tsv.gz
Chen Y,GCST90200398,Malate levels,8187,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200398/GCST90200398_buildGRCh38.tsv.gz
Chen Y,GCST90200399,Isoleucine levels,8255,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200399/GCST90200399_buildGRCh38.tsv.gz
Chen Y,GCST90200400,Nicotinamide levels,8110,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200400/GCST90200400_buildGRCh38.tsv.gz
Chen Y,GCST90200401,Myo-inositol levels,8193,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200401/GCST90200401_buildGRCh38.tsv.gz
Chen Y,GCST90200402,Lysine levels,8250,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200402/GCST90200402_buildGRCh38.tsv.gz
Chen Y,GCST90200403,Citrulline levels,8157,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200403/GCST90200403_buildGRCh38.tsv.gz
Chen Y,GCST90200404,Ornithine levels,8255,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200404/GCST90200404_buildGRCh38.tsv.gz
Chen Y,GCST90200405,Retinol (Vitamin A) levels,8247,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200405/GCST90200405_buildGRCh38.tsv.gz
Chen Y,GCST90200406,1-methylnicotinamide levels,8194,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200406/GCST90200406_buildGRCh38.tsv.gz
Chen Y,GCST90200407,Uridine levels,8253,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200407/GCST90200407_buildGRCh38.tsv.gz
Chen Y,GCST90200408,Plasma lactate levels,8217,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200408/GCST90200408_buildGRCh38.tsv.gz
Chen Y,GCST90200409,Pristanate levels,6497,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200409/GCST90200409_buildGRCh38.tsv.gz
Chen Y,GCST90200410,Phytanate levels,8223,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200410/GCST90200410_buildGRCh38.tsv.gz
Chen Y,GCST90200411,Plasma free proline levels,8257,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200411/GCST90200411_buildGRCh38.tsv.gz
Chen Y,GCST90200412,Glutamate levels,8287,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200412/GCST90200412_buildGRCh38.tsv.gz
Chen Y,GCST90200413,2'-deoxyuridine levels,7915,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200413/GCST90200413_buildGRCh38.tsv.gz
Chen Y,GCST90200414,Myristate (14:0) levels,8282,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200414/GCST90200414_buildGRCh38.tsv.gz
Chen Y,GCST90200415,Serine levels,8271,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200415/GCST90200415_buildGRCh38.tsv.gz
Chen Y,GCST90200416,Trans-urocanate levels,8198,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200416/GCST90200416_buildGRCh38.tsv.gz
Chen Y,GCST90200417,Urea levels,8238,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200417/GCST90200417_buildGRCh38.tsv.gz
Chen Y,GCST90200418,Pyridoxal levels,8021,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200418/GCST90200418_buildGRCh38.tsv.gz
Chen Y,GCST90200419,Glutamine levels,8253,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200419/GCST90200419_buildGRCh38.tsv.gz
Chen Y,GCST90200420,Taurine levels,8219,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200420/GCST90200420_buildGRCh38.tsv.gz
Chen Y,GCST90200421,Salicylate levels,8191,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200421/GCST90200421_buildGRCh38.tsv.gz
Chen Y,GCST90200422,Serotonin levels,7498,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200422/GCST90200422_buildGRCh38.tsv.gz
Chen Y,GCST90200423,Spermidine levels,7348,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200423/GCST90200423_buildGRCh38.tsv.gz
Chen Y,GCST90200424,Dimethylglycine levels,8224,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200424/GCST90200424_buildGRCh38.tsv.gz
Chen Y,GCST90200425,Betaine levels,8232,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200425/GCST90200425_buildGRCh38.tsv.gz
Chen Y,GCST90200426,Xylose levels,6822,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200426/GCST90200426_buildGRCh38.tsv.gz
Chen Y,GCST90200427,Tyrosine levels,8252,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200427/GCST90200427_buildGRCh38.tsv.gz
Chen Y,GCST90200428,Caprate (10:0) levels,8272,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200428/GCST90200428_buildGRCh38.tsv.gz
Chen Y,GCST90200429,Cytidine levels,7659,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200429/GCST90200429_buildGRCh38.tsv.gz
Chen Y,GCST90200430,Pyruvate levels,8259,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200430/GCST90200430_buildGRCh38.tsv.gz
Chen Y,GCST90200431,Alanine levels,8265,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200431/GCST90200431_buildGRCh38.tsv.gz
Chen Y,GCST90200432,Threonine levels,8245,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200432/GCST90200432_buildGRCh38.tsv.gz
Chen Y,GCST90200433,Cytosine levels,6990,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200433/GCST90200433_buildGRCh38.tsv.gz
Chen Y,GCST90200434,"12,13-DiHOME levels",7918,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200434/GCST90200434_buildGRCh38.tsv.gz
Chen Y,GCST90200435,Mannose levels,8212,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200435/GCST90200435_buildGRCh38.tsv.gz
Chen Y,GCST90200436,Caffeine levels,8005,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200436/GCST90200436_buildGRCh38.tsv.gz
Chen Y,GCST90200437,Fructose levels,8137,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200437/GCST90200437_buildGRCh38.tsv.gz
Chen Y,GCST90200438,Alpha-ketobutyrate levels,8192,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200438/GCST90200438_buildGRCh38.tsv.gz
Chen Y,GCST90200439,Cysteine levels,8216,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200439/GCST90200439_buildGRCh38.tsv.gz
Chen Y,GCST90200440,Blood sugar levels,8123,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200440/GCST90200440_buildGRCh38.tsv.gz
Chen Y,GCST90200441,Tryptophan levels,8235,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200441/GCST90200441_buildGRCh38.tsv.gz
Chen Y,GCST90200442,Valine levels,8247,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200442/GCST90200442_buildGRCh38.tsv.gz
Chen Y,GCST90200443,Pseudouridine levels,8213,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200443/GCST90200443_buildGRCh38.tsv.gz
Chen Y,GCST90200444,Dihydroorotate levels,8195,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200444/GCST90200444_buildGRCh38.tsv.gz
Chen Y,GCST90200445,Caprylate (8:0) levels,8163,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200445/GCST90200445_buildGRCh38.tsv.gz
Chen Y,GCST90200446,Arachidate (20:0) levels,8228,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200446/GCST90200446_buildGRCh38.tsv.gz
Chen Y,GCST90200447,Maltose levels in coronary artery disease,6351,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200447/GCST90200447_buildGRCh38.tsv.gz
Chen Y,GCST90200448,N-stearoyl-sphinganine (d18:0/18:0) levels,6737,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200448/GCST90200448_buildGRCh38.tsv.gz
Chen Y,GCST90200449,Sucrose levels,7803,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200449/GCST90200449_buildGRCh38.tsv.gz
Chen Y,GCST90200450,Caproate (6:0) levels,7564,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200450/GCST90200450_buildGRCh38.tsv.gz
Chen Y,GCST90200451,Nonadecanoate (19:0) levels,8231,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200451/GCST90200451_buildGRCh38.tsv.gz
Chen Y,GCST90200452,Plasma free asparagine levels,8245,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200452/GCST90200452_buildGRCh38.tsv.gz
Chen Y,GCST90200453,X-07765 levels,8127,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200453/GCST90200453_buildGRCh38.tsv.gz
Chen Y,GCST90200454,Kynurenate levels,8241,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200454/GCST90200454_buildGRCh38.tsv.gz
Chen Y,GCST90200455,Alpha-ketoglutarate levels,8212,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200455/GCST90200455_buildGRCh38.tsv.gz
Chen Y,GCST90200456,X-11308 levels,8253,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200456/GCST90200456_buildGRCh38.tsv.gz
Chen Y,GCST90200457,Pentadecanoate (15:0) levels,8273,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200457/GCST90200457_buildGRCh38.tsv.gz
Chen Y,GCST90200458,X-11315 levels,8139,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200458/GCST90200458_buildGRCh38.tsv.gz
Chen Y,GCST90200459,Margarate (17:0) levels,8279,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200459/GCST90200459_buildGRCh38.tsv.gz
Chen Y,GCST90200460,X-11372 levels,8251,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200460/GCST90200460_buildGRCh38.tsv.gz
Chen Y,GCST90200461,X-10458 levels,7970,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200461/GCST90200461_buildGRCh38.tsv.gz
Chen Y,GCST90200462,X-11299 levels,8203,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200462/GCST90200462_buildGRCh38.tsv.gz
Chen Y,GCST90200463,X-11478 levels,8242,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200463/GCST90200463_buildGRCh38.tsv.gz
Chen Y,GCST90200464,X-11849 levels,7679,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200464/GCST90200464_buildGRCh38.tsv.gz
Chen Y,GCST90200465,X-11787 levels,8247,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200465/GCST90200465_buildGRCh38.tsv.gz
Chen Y,GCST90200466,X-11632 levels,7784,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200466/GCST90200466_buildGRCh38.tsv.gz
Chen Y,GCST90200467,X-11852 levels,7295,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200467/GCST90200467_buildGRCh38.tsv.gz
Chen Y,GCST90200468,X-11847 levels,7193,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200468/GCST90200468_buildGRCh38.tsv.gz
Chen Y,GCST90200469,X-11483 levels,7798,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200469/GCST90200469_buildGRCh38.tsv.gz
Chen Y,GCST90200470,X-11470 levels,8134,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200470/GCST90200470_buildGRCh38.tsv.gz
Chen Y,GCST90200471,X-11381 levels,8225,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200471/GCST90200471_buildGRCh38.tsv.gz
Chen Y,GCST90200472,X-11850 levels,7629,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200472/GCST90200472_buildGRCh38.tsv.gz
Chen Y,GCST90200473,X-11795 levels,8238,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200473/GCST90200473_buildGRCh38.tsv.gz
Chen Y,GCST90200474,X-11444 levels,8206,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200474/GCST90200474_buildGRCh38.tsv.gz
Chen Y,GCST90200475,X-11858 levels,6008,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200475/GCST90200475_buildGRCh38.tsv.gz
Chen Y,GCST90200476,X-11843 levels,7230,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200476/GCST90200476_buildGRCh38.tsv.gz
Chen Y,GCST90200477,X-12127 levels,5878,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200477/GCST90200477_buildGRCh38.tsv.gz
Chen Y,GCST90200478,X-12221 levels,6819,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200478/GCST90200478_buildGRCh38.tsv.gz
Chen Y,GCST90200479,X-12283 levels,7763,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200479/GCST90200479_buildGRCh38.tsv.gz
Chen Y,GCST90200480,X-12410 levels,7442,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200480/GCST90200480_buildGRCh38.tsv.gz
Chen Y,GCST90200481,X-12104 levels,7194,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200481/GCST90200481_buildGRCh38.tsv.gz
Chen Y,GCST90200482,X-12193 levels,7705,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200482/GCST90200482_buildGRCh38.tsv.gz
Chen Y,GCST90200483,X-12216 levels,8181,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200483/GCST90200483_buildGRCh38.tsv.gz
Chen Y,GCST90200484,X-12306 levels,6054,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200484/GCST90200484_buildGRCh38.tsv.gz
Chen Y,GCST90200485,X-12100 levels,8210,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200485/GCST90200485_buildGRCh38.tsv.gz
Chen Y,GCST90200486,X-12261 levels,4347,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200486/GCST90200486_buildGRCh38.tsv.gz
Chen Y,GCST90200487,X-11880 levels,8206,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200487/GCST90200487_buildGRCh38.tsv.gz
Chen Y,GCST90200488,X-12117 levels,7379,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200488/GCST90200488_buildGRCh38.tsv.gz
Chen Y,GCST90200489,X-12407 levels,6534,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200489/GCST90200489_buildGRCh38.tsv.gz
Chen Y,GCST90200490,X-12101 levels,8217,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200490/GCST90200490_buildGRCh38.tsv.gz
Chen Y,GCST90200491,X-12026 levels,8180,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200491/GCST90200491_buildGRCh38.tsv.gz
Chen Y,GCST90200492,X-12411 levels,8174,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200492/GCST90200492_buildGRCh38.tsv.gz
Chen Y,GCST90200493,X-12013 levels,5848,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200493/GCST90200493_buildGRCh38.tsv.gz
Chen Y,GCST90200494,X-12007 levels,8002,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200494/GCST90200494_buildGRCh38.tsv.gz
Chen Y,GCST90200495,X-12462 levels,8236,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200495/GCST90200495_buildGRCh38.tsv.gz
Chen Y,GCST90200496,X-12714 levels,6870,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200496/GCST90200496_buildGRCh38.tsv.gz
Chen Y,GCST90200497,X-12740 levels,6449,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200497/GCST90200497_buildGRCh38.tsv.gz
Chen Y,GCST90200498,X-12730 levels,7133,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200498/GCST90200498_buildGRCh38.tsv.gz
Chen Y,GCST90200499,X-12701 levels,6278,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200499/GCST90200499_buildGRCh38.tsv.gz
Chen Y,GCST90200500,X-12816 levels,5190,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200500/GCST90200500_buildGRCh38.tsv.gz
Chen Y,GCST90200501,X-12731 levels,5770,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200501/GCST90200501_buildGRCh38.tsv.gz
Chen Y,GCST90200502,X-12707 levels,7461,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200502/GCST90200502_buildGRCh38.tsv.gz
Chen Y,GCST90200503,X-12729 levels,7446,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200503/GCST90200503_buildGRCh38.tsv.gz
Chen Y,GCST90200504,X-12830 levels,5725,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200504/GCST90200504_buildGRCh38.tsv.gz
Chen Y,GCST90200505,X-12818 levels,6246,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200505/GCST90200505_buildGRCh38.tsv.gz
Chen Y,GCST90200506,X-12812 levels,6435,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200506/GCST90200506_buildGRCh38.tsv.gz
Chen Y,GCST90200507,X-12822 levels,7957,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200507/GCST90200507_buildGRCh38.tsv.gz
Chen Y,GCST90200508,X-12738 levels,5874,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200508/GCST90200508_buildGRCh38.tsv.gz
Chen Y,GCST90200509,X-12544 levels,7471,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200509/GCST90200509_buildGRCh38.tsv.gz
Chen Y,GCST90200510,X-12680 levels,8255,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200510/GCST90200510_buildGRCh38.tsv.gz
Chen Y,GCST90200511,X-12906 levels,7896,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200511/GCST90200511_buildGRCh38.tsv.gz
Chen Y,GCST90200512,X-13684 levels,8112,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200512/GCST90200512_buildGRCh38.tsv.gz
Chen Y,GCST90200513,X-13507 levels,7936,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200513/GCST90200513_buildGRCh38.tsv.gz
Chen Y,GCST90200514,X-12851 levels,7385,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200514/GCST90200514_buildGRCh38.tsv.gz
